"Profit" "Boats" "Lats" "Longs"
"1" 12.7342472117198 "1" 6.94070435129106 123.918229807168
"2" 17.8088847178583 "1" 33.1756819272414 135.759086757898
"3" 13.1556568711947 "1" 58.2308309571818 135.167883802205
"4" 13.6496611378422 "1" 26.9194178748876 124.783146297559
"5" 5.94633648567055 "1" 0.489775291644037 116.37126150541
"6" 16.7166319358970 "1" 51.2308368226513 126.226344751194
"7" 12.3896155466472 "1" 5.18228447064757 122.177339280024
"8" 17.006610451616 "1" 12.1559071540833 118.340080007911
"9" 9.81114837663113 "1" 20.3066119272262 114.072683760896
"10" 15.7142388836571 "1" 27.7743900055066 112.104671066627
"11" 10.4825400244373 "1" 20.6812523072585 101.080662244931
"12" 17.6769772254017 "1" 49.6303574927151 113.029056666419
"13" 18.2668679123904 "1" 48.8660877663642 109.78397089988
"14" 16.7371622765159 "1" 32.8475290630013 120.683902585879
"15" 15.1394664057143 "1" 36.3956777891144 135.211847117171
"16" 16.1713441820734 "1" 44.8436201037839 107.16841744259
"17" 16.8293245706504 "1" 12.8384291147813 135.245274389163
"18" 19.2372482057348 "1" 28.8324750540778 130.878885835409
"19" 21.2531563042662 "1" 58.6766055738553 132.780001340434
"20" 14.0503488690728 "1" 31.3148157577962 131.415270175785
"21" 19.2599728207007 "1" 47.6775379059836 107.798781720921
"22" 15.1566051538259 "1" 26.8574971379712 100.205235825852
"23" 14.4525340861837 "1" 11.1853792145848 128.972086841241
"24" 13.8143321651590 "1" 34.8488136380911 119.193276818842
"25" 19.5745734901801 "1" 56.4038660936058 134.942121803761
"26" 20.3538478788800 "1" 31.1865498684347 100.136192776263
"27" 14.9800226214539 "1" 5.23046696092933 132.665047720075
"28" 16.0716992043228 "1" 55.7639366621152 133.807346411049
"29" 12.7857112992221 "1" 19.4036290934309 126.648299582303
"30" 18.9805970941085 "1" 41.8263901770115 106.808444736525
"31" 16.3028731208906 "1" 29.0850038733333 124.699329640716
"32" 9.535799040196 "1" 39.4378836359829 112.132031293586
"33" 14.4307861340021 "1" 25.0477310735732 119.307364253327
"34" 19.8023977083843 "1" 38.7129469402134 112.33941109851
"35" 18.6693978931362 "1" 30.9337804745883 137.554944222793
"36" 12.2754259910135 "1" 33.562980517745 113.437786977738
"37" 19.1199072347895 "1" 28.7462553614751 131.457015182823
"38" 16.5887090241745 "1" 19.6062848623842 117.854171106592
"39" 11.6489478973376 "1" 36.5891389315948 107.596175549552
"40" 20.7147071958479 "1" 54.5159840304404 105.218301918358
"41" 20.7317538585972 "1" 18.4598752297461 138.039030591026
"42" 19.5437722895147 "1" 51.7387295421213 117.467279713601
"43" 16.09995438027 "1" 20.7901074690744 109.532748274505
"44" 12.2657190364313 "1" 45.0639145122841 127.439860934392
"45" 14.4366154473612 "1" 52.7759536821395 139.521508431062
"46" 12.645530116189 "1" 42.7192454505712 114.924146998674
"47" 14.4357437443338 "1" 53.2075132336468 139.555725436658
"48" 11.676185087334 "1" 50.0033727474511 137.431474514306
"49" 15.9525648935824 "1" 15.6138517521322 130.818999568000
"50" 14.2917890224332 "1" 17.5146240927279 133.781146239489
"51" 10.065678719486 "1" 27.1067744772881 125.550913112238
"52" 17.0186881731319 "1" 43.329023248516 126.402668012306
"53" 14.6759582911658 "1" 57.9933420522138 112.222718801349
"54" 20.7037232989948 "1" 24.3165281368420 112.050965772942
"55" 18.6509453997884 "1" 42.9839500319213 100.623754002154
"56" 18.5236440159942 "1" 42.9173101438209 110.235068602487
"57" 19.4184260245977 "1" 50.3494146326557 119.774980349466
"58" 16.0352838807284 "1" 25.0617546960711 118.117979401723
"59" 18.4842685572263 "1" 45.804879181087 118.941461164504
"60" 16.4664835676409 "1" 31.2279496248811 129.246427258477
"61" 16.7335979090357 "1" 50.3692055353895 133.630512375385
"62" 9.13716956107572 "1" 0.637454674579203 112.434905534610
"63" 9.21949585039556 "1" 17.6504050847143 117.782634850591
"64" 21.0519118325517 "1" 12.9321739962325 106.987068010494
"65" 17.3958910408792 "1" 16.2855167873204 111.966932695359
"66" 18.3196998937844 "1" 47.6413617515936 136.088127121329
"67" 7.1871127022318 "1" 11.4321143506095 120.720314290375
